Differences in Semantics of ZAI and ZHENGZAI,,,,,
Verbs,Situation Type,ZAI,ZHENGZAI,[+Durative/-Durative],[+Dynamic/-Dynamic]
寻找一个人,Activity,1,0,[+Durative],[+Dynamic]
寻找一个途径,Activity,1,0,[+Durative],[+Dynamic]
寻找一件什么东西,Activity,1,0,[+Durative],[+Dynamic]
寻找一件世界上最宝贵的东,Activity,1,0,[+Durative],[+Dynamic]
寻找一种陌生感,Activity,1,0,[+Durative],[+Dynamic]
寻找这类方法,Activity,1,0,[+Durative],[+Dynamic]
寻找这种感觉,Activity,1,0,[+Durative],[+Dynamic]
寻找真正可靠的商业模式,Activity,1,0,[+Durative],[+Dynamic]
寻找职业规划机构做员工职业规划设计,Activity,1,0,[+Durative],[+Dynamic]
寻找中国文化和西方文化的交叉点,Activity,1,0,[+Durative],[+Dynamic]
寻找自己,Activity,1,0,[+Durative],[+Dynamic]
寻找最好的发型,Activity,1,0,[+Durative],[+Dynamic]
询问,Activity,7,0,[+Durative],[+Dynamic]
询问、谈论为什么把副排长调走,Activity,1,0,[+Durative],[+Dynamic]
询问渐川一带的灾荒情况,Activity,0,1,[+Durative],[+Dynamic]
训练,Activity,2,0,[+Durative],[+Dynamic]
训练沙湾拿吉集团的军官,Activity,1,0,[+Durative],[+Dynamic]
训练跳远,Activity,1,0,[+Durative],[+Dynamic]
训练吴庭艳集团掌握反游击战术、突击战术和使用战斗机,Activity,0,1,[+Durative],[+Dynamic]
训练西德海陆空军的骨干,Activity,0,1,[+Durative],[+Dynamic]
训练越南部队,Activity,0,1,[+Durative],[+Dynamic]
压迫本国的人民,Activity,1,0,[+Durative],[+Dynamic]
压迫他,Activity,1,0,[+Durative],[+Dynamic]
压迫她,Activity,1,0,[+Durative],[+Dynamic]
压迫我们,Activity,1,0,[+Durative],[+Dynamic]
压迫亚洲人民,Activity,0,1,[+Durative],[+Dynamic]
压我们年轻,Activity,1,0,[+Durative],[+Dynamic]
压制,Activity,1,0,[+Durative],[+Dynamic]
压制自己的火气,Activity,1,0,[+Durative],[+Dynamic]
压制自己的恼怒,Activity,1,0,[+Durative],[+Dynamic]
压制自己的情感,Activity,1,0,[+Durative],[+Dynamic]
研究,Activity,6,2,[+Durative],[+Dynamic]
研究、观察,Activity,1,0,[+Durative],[+Dynamic]
研究阿里亚斯总统的和平建议,Activity,0,1,[+Durative],[+Dynamic]
研究把“万国化油器”铸造成功,Activity,1,0,[+Durative],[+Dynamic]
研究把这种技术和目前的电讯网结合起来,Activity,0,1,[+Durative],[+Dynamic]
研究办法,Activity,1,0,[+Durative],[+Dynamic]
研究包括重新考虑对越南提供经济援助在内的对策,Activity,0,1,[+Durative],[+Dynamic]
研究波兰倡议,Activity,0,1,[+Durative],[+Dynamic]
研究敌情,Activity,1,0,[+Durative],[+Dynamic]
研究第二天的施工问题,Activity,1,0,[+Durative],[+Dynamic]
研究对这个问题的处理意见,Activity,0,1,[+Durative],[+Dynamic]
研究多份协议草案,Activity,1,0,[+Durative],[+Dynamic]
研究改进《华北新华书店最新批发办法》,Activity,1,0,[+Durative],[+Dynamic]
研究戈尔巴乔夫提出的建议,Activity,0,1,[+Durative],[+Dynamic]
研究各种方法,Activity,0,1,[+Durative],[+Dynamic]
研究关于解散政党的建议,Activity,0,1,[+Durative],[+Dynamic]
研究规划,Activity,0,1,[+Durative],[+Dynamic]
研究和试制小马力动力机械,Activity,0,1,[+Durative],[+Dynamic]
研究厚黑这种学理,Activity,1,0,[+Durative],[+Dynamic]
研究接应,Activity,1,0,[+Durative],[+Dynamic]
研究解决,Activity,0,1,[+Durative],[+Dynamic]
研究解决办法,Activity,0,1,[+Durative],[+Dynamic]
研究解决新形势下出现的新问题,Activity,0,1,[+Durative],[+Dynamic]
研究今后让美国的投资商人怎样在炸裂快活和挣钱,Activity,0,1,[+Durative],[+Dynamic]
研究进一步加强投资管理人员管理的办法,Activity,0,1,[+Durative],[+Dynamic]
研究军队改革,Activity,0,1,[+Durative],[+Dynamic]
研究劳动力调配问题,Activity,0,1,[+Durative],[+Dynamic]
研究雷锋是真是假,Activity,1,0,[+Durative],[+Dynamic]
研究利用南极虾作食品的问题,Activity,1,0,[+Durative],[+Dynamic]
研究联合国秘书长的通告,Activity,0,1,[+Durative],[+Dynamic]
研究密裁计划,Activity,0,1,[+Durative],[+Dynamic]
研究模特儿相片,Activity,0,1,[+Durative],[+Dynamic]
研究谋划“银行港澳青年之家”的建设模式,Activity,0,1,[+Durative],[+Dynamic]
研究那帽子,Activity,1,0,[+Durative],[+Dynamic]
研究其他国家的经验,Activity,1,0,[+Durative],[+Dynamic]
研究情况,Activity,1,0,[+Durative],[+Dynamic]
研究如何说好现代长篇书目,Activity,0,1,[+Durative],[+Dynamic]
研究三年国民经济计划,Activity,0,1,[+Durative],[+Dynamic]
研究三体问题,Activity,1,0,[+Durative],[+Dynamic]
"研究设计之防空
工具",Activity,1,0,[+Durative],[+Dynamic]
研究社会问题,Activity,1,0,[+Durative],[+Dynamic]
研究什么,Activity,1,0,[+Durative],[+Dynamic]
研究什么问题,Activity,1,0,[+Durative],[+Dynamic]
研究生命课题,Activity,1,0,[+Durative],[+Dynamic]
"研究试
验之死光机(怪力线)",Activity,0,1,[+Durative],[+Dynamic]
研究数十种对付美国,Activity,0,1,[+Durative],[+Dynamic]
研究四川能否种热带植物,Activity,0,1,[+Durative],[+Dynamic]
研究苏联和越南签订条约的政治含意,Activity,0,1,[+Durative],[+Dynamic]
研究它的历史作用和地位等问题,Activity,1,0,[+Durative],[+Dynamic]
研究她的腹部,Activity,1,0,[+Durative],[+Dynamic]
研究她的所有物品,Activity,1,0,[+Durative],[+Dynamic]
研究台湾情况的问题,Activity,0,1,[+Durative],[+Dynamic]
研究探索建立支持推进节能减排的长效机制,Activity,0,1,[+Durative],[+Dynamic]
研究推行公开发行和上市证券的保荐制度,Activity,0,1,[+Durative],[+Dynamic]
研究小纸条上的字句,Activity,0,1,[+Durative],[+Dynamic]
研究新的治安整顿方案,Activity,0,1,[+Durative],[+Dynamic]
研究修订原有的中成药价格管理办法,Activity,0,1,[+Durative],[+Dynamic]
研究一种叫路由器的新产品,Activity,0,1,[+Durative],[+Dynamic]
研究有关法律,Activity,0,1,[+Durative],[+Dynamic]
研究有关各方就解决中东问题所提出的方案,Activity,0,1,[+Durative],[+Dynamic]
研究这个东西,Activity,1,0,[+Durative],[+Dynamic]
研究这个问题,Activity,0,2,[+Durative],[+Dynamic]
研究制造光子火箭,Activity,1,0,[+Durative],[+Dynamic]
研究制作一种精巧的工艺作物,Activity,0,1,[+Durative],[+Dynamic]
研究中国的经史的,Activity,1,0,[+Durative],[+Dynamic]
研究中国政府的这个复照,Activity,0,1,[+Durative],[+Dynamic]
研究准备搞一个不要石油的工厂,Activity,0,1,[+Durative],[+Dynamic]
研究作出答复,Activity,0,1,[+Durative],[+Dynamic]
研制,Activity,0,1,[+Durative],[+Dynamic]
研制光子计算机,Activity,0,1,[+Durative],[+Dynamic]
研制另一代的新的四种洲际弹道导弹,Activity,1,0,[+Durative],[+Dynamic]
研制蚂蚱酱,Activity,1,0,[+Durative],[+Dynamic]
研制新型核武器,Activity,1,0,[+Durative],[+Dynamic]
研制新型坦克,Activity,1,0,[+Durative],[+Dynamic]
研制一种能发射远程巡航导弹的新型潜艇,Activity,0,1,[+Durative],[+Dynamic]
研制用于通讯的玻璃纤维导线,Activity,0,1,[+Durative],[+Dynamic]
掩盖推行反动政策,Activity,1,0,[+Durative],[+Dynamic]
掩护别的部队往小山上撤退,Activity,0,1,[+Durative],[+Dynamic]
掩饰,Activity,2,0,[+Durative],[+Dynamic]
掩饰其内战罪行,Activity,1,0,[+Durative],[+Dynamic]
演,Activity,1,0,[+Durative],[+Dynamic]
演《沙家浜》,Activity,1,0,[+Durative],[+Dynamic]
演《胭脂虎》,Activity,0,1,[+Durative],[+Dynamic]
演《英雄》,Activity,1,0,[+Durative],[+Dynamic]
演《玉堂春》,Activity,2,0,[+Durative],[+Dynamic]
演电影,Activity,3,0,[+Durative],[+Dynamic]
演电影《跟踪追击》,Activity,1,0,[+Durative],[+Dynamic]
演恐怖片,Activity,1,0,[+Durative],[+Dynamic]
演希腊一个喜剧,Activity,1,0,[+Durative],[+Dynamic]
演戏,Activity,7,0,[+Durative],[+Dynamic]
演小天鹅,Activity,1,0,[+Durative],[+Dynamic]
演一出戏,Activity,1,0,[+Durative],[+Dynamic]
演游园惊梦,Activity,0,1,[+Durative],[+Dynamic]
演这些很边缘的角色,Activity,1,0,[+Durative],[+Dynamic]
养花草,Activity,1,0,[+Durative],[+Dynamic]
邀请,Activity,1,0,[+Durative],[+Dynamic]
邀请他去总部面试,Activity,1,0,[+Durative],[+Dynamic]
邀请已经住在杭州多年的黄宾虹回到学校,Activity,1,0,[+Durative],[+Dynamic]
摇晃,Activity,8,0,[+Durative],[+Dynamic]
摇铃,Activity,1,0,[+Durative],[+Dynamic]
摇头,Activity,4,0,[+Durative],[+Dynamic]
咬,Activity,1,0,[+Durative],[+Dynamic]
咬耳朵谈心,Activity,1,0,[+Durative],[+Dynamic]
咬瓜,Activity,1,0,[+Durative],[+Dynamic]
咬他的皮鞋,Activity,2,0,[+Durative],[+Dynamic]
咬他的心,Activity,1,0,[+Durative],[+Dynamic]
咬他底脑筋,Activity,1,0,[+Durative],[+Dynamic]
咬嘴唇,Activity,1,0,[+Durative],[+Dynamic]
兴奋,State,1,0,[+Durative],[-Dynamic]
要把联合国变成它们干涉匈牙利内政进行冷战的工具,State,0,1,[+Durative],[-Dynamic]
要东西吃,Activity,1,0,[+Durative],[+Dynamic]
要饭催菜,Activity,1,0,[+Durative],[+Dynamic]
要保持现状,State,0,1,[+Durative],[-Dynamic]
要咳出它来,State,1,0,[+Durative],[-Dynamic]
要求,State,1,0,[+Durative],[-Dynamic]
要求“公平”,State,1,0,[+Durative],[-Dynamic]
要求不可能得到的东西,State,0,1,[+Durative],[-Dynamic]
要求发配粮,State,1,0,[+Durative],[-Dynamic]
要求割让突尼斯,State,1,0,[+Durative],[-Dynamic]
要求各国停止与伊朗经贸往来,State,1,0,[+Durative],[-Dynamic]
要求民主、反对独裁,State,1,0,[+Durative],[-Dynamic]
要求它不可能得到的东西,State,0,1,[+Durative],[-Dynamic]
要人,Activity,1,0,[+Durative],[+Dynamic]
要求装饭下去,State,1,0,[+Durative],[-Dynamic]
要我向他靠拢,State,1,0,[+Durative],[-Dynamic]
依靠科学研究工作来推,Activity,0,1,[+Durative],[+Dynamic]
移出,Transition,0,1,[+Durative],[+Dynamic]
移动,Activity,14,4,[+Durative],[+Dynamic]
要想一句话转圜,State,0,2,[+Durative],[-Dynamic]
议论,Activity,21,2,[+Durative],[+Dynamic]
议论“许三多艺术形象”的审美价值,Activity,1,0,[+Durative],[+Dynamic]
议论辩驳「无产阶级的文艺」的问题,Activity,0,1,[+Durative],[+Dynamic]
议论厂里开除了三个人,Activity,1,0,[+Durative],[+Dynamic]
议论纷纷,Activity,1,0,[+Durative],[+Dynamic]
议论工作重点转移问题,Activity,1,0,[+Durative],[+Dynamic]
议论今年好收成,Activity,0,1,[+Durative],[+Dynamic]
议论开田凭啥能上电视,Activity,1,0,[+Durative],[+Dynamic]
议论你们两个的没脸事,Activity,1,0,[+Durative],[+Dynamic]
议论山楂树现象,Activity,1,0,[+Durative],[+Dynamic]
议论什么,Activity,3,0,[+Durative],[+Dynamic]
议论十五那天日本兵要来收白面和猪,Activity,1,0,[+Durative],[+Dynamic]
议论树与钱的关系,Activity,1,0,[+Durative],[+Dynamic]
议论他和巧珍的“不正经”,Activity,0,1,[+Durative],[+Dynamic]
议论他们,Activity,1,0,[+Durative],[+Dynamic]
议论他们两个,Activity,1,0,[+Durative],[+Dynamic]
议论同样的事,Activity,2,0,[+Durative],[+Dynamic]
议论我,Activity,1,0,[+Durative],[+Dynamic]
议论这本书,Activity,1,0,[+Durative],[+Dynamic]
议论这次湖心之游,Activity,1,0,[+Durative],[+Dynamic]
隐藏自己的宇宙,Activity,1,0,[+Durative],[+Dynamic]
隐入历史深处,Transition,0,1,[+Durative],[+Dynamic]
印《挺进报》,Activity,1,0,[+Durative],[+Dynamic]
印一盒檀香,Activity,1,0,[+Durative],[+Dynamic]
应用,Activity,1,0,[+Durative],[+Dynamic]
应用到生产领域中去,Transition,0,1,[+Durative],[+Dynamic]
迎接八方来客,Activity,0,1,[+Durative],[+Dynamic]
迎接咱们,Activity,1,0,[+Durative],[+Dynamic]
迎接准备参加第十六届奥林匹克运动会的中国运动员们,Activity,0,1,[+Durative],[+Dynamic]
迎来第三次创作高潮,Transition,0,1,[+Durative],[+Dynamic]
映出好模范,Transition,2,0,[+Durative],[+Dynamic]
拥抱,Activity,1,0,[+Durative],[+Dynamic]
涌进停泊区,Transition,0,1,[+Durative],[+Dynamic]
涌现出,Transition,0,1,[+Durative],[+Dynamic]
用,Activity,3,0,[+Durative],[+Dynamic]
用“蚕网”“替蚕砂”,Activity,0,1,[+Durative],[+Dynamic]
用“利普斯的功德无量的德译本《人性论》”,Activity,1,0,[+Durative],[+Dynamic]
用“一国营，二集体，倒霉也不去当个体”的标准选择职业,Activity,1,0,[+Durative],[+Dynamic]
用「勿令再失」的老话来掩丑,Activity,1,0,[+Durative],[+Dynamic]
用2009年谷歌的各种技术去谈恋爱,Activity,1,0,[+Durative],[+Dynamic]
用北大西洋公约,Activity,1,0,[+Durative],[+Dynamic]
用餐,Activity,0,1,[+Durative],[+Dynamic]
用大木桩撞门,Activity,1,0,[+Durative],[+Dynamic]
用刀叉,Activity,1,0,[+Durative],[+Dynamic]
用电灯代替煤油灯,Activity,0,1,[+Durative],[+Dynamic]
用废电池换鲜花绿植,Activity,1,0,[+Durative],[+Dynamic]
用更准确的能携带大量弹头的发射系统取代了较老的陆基导弹,Activity,0,1,[+Durative],[+Dynamic]
用公款大量买书订报发给个人,Activity,1,0,[+Durative],[+Dynamic]
用古巴青年的鲜血偿还苏联的债务,Activity,0,1,[+Durative],[+Dynamic]
用谷歌的整合搜索查询信息,Activity,1,0,[+Durative],[+Dynamic]
用话套我,Activity,1,0,[+Durative],[+Dynamic]
用尖头的竹筷拣“头眠”,Activity,0,1,[+Durative],[+Dynamic]
用力,Activity,1,0,[+Durative],[+Dynamic]
用柳枝扎一个不大的花圈架,Activity,0,1,[+Durative],[+Dynamic]
用茅草扎成长束,Activity,0,1,[+Durative],[+Dynamic]
用少妇扮少女、用晚春代早春,Activity,1,0,[+Durative],[+Dynamic]
用施莱尔马赫翻译的《柏拉图全集》,Activity,1,0,[+Durative],[+Dynamic]
用实际的行动证实它在日内瓦说过的话,Activity,1,0,[+Durative],[+Dynamic]
用数字说明，谷歌的市场份额在迅速滑落,Activity,1,0,[+Durative],[+Dynamic]
用思,Activity,0,1,[+Durative],[+Dynamic]
用他们的卖身钱办这样杂志,Activity,1,0,[+Durative],[+Dynamic]
用他们自己的眼睛来看问题,Activity,1,0,[+Durative],[+Dynamic]
用他自己的作品来推翻,Activity,1,0,[+Durative],[+Dynamic]
用她的钱,Activity,1,0,[+Durative],[+Dynamic]
用她多年苦练的“无相神功”，来伤自己五脏六腑,Activity,1,0,[+Durative],[+Dynamic]
用她破了皮肤的手，将线放在小小的木架上，缕成直而有条理的形式,Activity,0,1,[+Durative],[+Dynamic]
用午餐,Activity,0,1,[+Durative],[+Dynamic]
用鲜血和愤怒的示威来抵抗美军在东京郊外扩大原子弹飞机机场的暴政,Activity,1,0,[+Durative],[+Dynamic]
用心思,Activity,1,0,[+Durative],[+Dynamic]
用心听,Activity,1,0,[+Durative],[+Dynamic]
用虚伪的态度来对待这个毫无保留爱着他的人,Activity,1,0,[+Durative],[+Dynamic]
用一串新名词活埋,Activity,1,0,[+Durative],[+Dynamic]
用音乐反对战争,Activity,1,0,[+Durative],[+Dynamic]
用银行卡,Activity,1,0,[+Durative],[+Dynamic]
用早餐,Activity,1,0,[+Durative],[+Dynamic]
用这个词,Activity,1,0,[+Durative],[+Dynamic]
用这样的词汇互相试探和鼓励,Activity,1,0,[+Durative],[+Dynamic]
疑惑,State,1,1,[+Durative],[-Dynamic]
犹豫,Activity,5,6,[+Durative],[+Dynamic]
犹豫担心,Activity,1,0,[+Durative],[+Dynamic]
犹豫是否要跟他上汽车,Activity,0,1,[+Durative],[+Dynamic]
犹豫是否应该进去,Activity,0,1,[+Durative],[+Dynamic]
犹豫要不要洗澡,Activity,1,0,[+Durative],[+Dynamic]
犹豫怎么办,Activity,0,1,[+Durative],[+Dynamic]
犹豫怎么介绍柳生,Activity,0,1,[+Durative],[+Dynamic]
游,Activity,1,0,[+Durative],[+Dynamic]
游弋,Activity,1,0,[+Durative],[+Dynamic]
游泳,Activity,1,0,[+Durative],[+Dynamic]
预备讲义,Activity,0,1,[+Durative],[+Dynamic]
预备拿《圣经》到市场去卖,Activity,0,1,[+Durative],[+Dynamic]
预备泥房土和垫圈土,Activity,1,0,[+Durative],[+Dynamic]
预备入美国籍,Activity,1,0,[+Durative],[+Dynamic]
预备烧晚饭,Activity,0,1,[+Durative],[+Dynamic]
预备英语,Activity,0,2,[+Durative],[+Dynamic]
预备早饭,Activity,1,0,[+Durative],[+Dynamic]
遇到严重的补给问题,Transition,0,1,[-Durative],[+Dynamic]
怨我,Activity,1,0,[+Durative],[+Dynamic]
阅读,Activity,2,0,[+Durative],[+Dynamic]
阅读“中国关键词”,Activity,1,0,[+Durative],[+Dynamic]
阅读《人民日报》,Activity,1,0,[+Durative],[+Dynamic]
阅读评论新星的文章,Activity,0,1,[+Durative],[+Dynamic]
阅读一份开城前线的战报,Activity,0,1,[+Durative],[+Dynamic]
阅读赠阅的《人民日报》,Activity,0,1,[+Durative],[+Dynamic]
运粪,Activity,1,0,[+Durative],[+Dynamic]
运来矿区,Transition,0,1,[+Durative],[+Dynamic]
运料,Activity,0,1,[+Durative],[+Dynamic]
运输谷物,Activity,0,1,[+Durative],[+Dynamic]
运输应用材料等,Activity,0,1,[+Durative],[+Dynamic]
运送一批枪枝,Activity,0,1,[+Durative],[+Dynamic]
运行,Activity,3,1,[+Durative],[+Dynamic]
运用,Activity,1,0,[+Durative],[+Dynamic]
运用“互联网”思维,Activity,1,0,[+Durative],[+Dynamic]
运用武力,Activity,0,1,[+Durative],[+Dynamic]
运用直接法测定单晶体结构问题著书,Activity,0,1,[+Durative],[+Dynamic]
酝酿,Activity,5,3,[+Durative],[+Dynamic]
酝酿北大西洋集团垮台后自立门户,Activity,1,0,[+Durative],[+Dynamic]
酝酿庇护印度侵略的新丑剧,Activity,1,0,[+Durative],[+Dynamic]
酝酿别人为代表候选人,Activity,1,0,[+Durative],[+Dynamic]
酝酿采取必要反报复措施,Activity,0,1,[+Durative],[+Dynamic]
酝酿成立全美武术协会,Activity,1,0,[+Durative],[+Dynamic]
酝酿成立统一的学联,Activity,0,1,[+Durative],[+Dynamic]
酝酿成立学生自治会,Activity,1,0,[+Durative],[+Dynamic]
酝酿和发展,Activity,1,0,[+Durative],[+Dynamic]
酝酿近期给职工普调工资,Activity,0,1,[+Durative],[+Dynamic]
酝酿巨变,Activity,0,1,[+Durative],[+Dynamic]
酝酿什么新的人生计划,Activity,1,0,[+Durative],[+Dynamic]
酝酿响应支援,Activity,1,0,[+Durative],[+Dynamic]
酝酿新的斗争,Activity,1,0,[+Durative],[+Dynamic]
酝酿一次朝鲜式的战争,Activity,0,1,[+Durative],[+Dynamic]
酝酿一个政治解决的方案,Activity,0,1,[+Durative],[+Dynamic]
酝酿一系列贸易保护法案,Activity,1,0,[+Durative],[+Dynamic]
酝酿战争,Activity,1,0,[+Durative],[+Dynamic]
酝酿支援惨遭火灾的工人的斗争,Activity,1,0,[+Durative],[+Dynamic]
酝酿转向经营,Activity,1,0,[+Durative],[+Dynamic]
砸石头,Activity,1,0,[+Durative],[+Dynamic]
砸她的锅,Activity,1,0,[+Durative],[+Dynamic]
砸一柄剑,Activity,0,1,[+Durative],[+Dynamic]
栽红薯,Activity,1,0,[+Durative],[+Dynamic]
尽一切必要的努力,Activity,1,0,[+Durative],[+Dynamic]
赞美他,Activity,1,0,[+Durative],[+Dynamic]
赞美她的容貌,Activity,1,0,[+Durative],[+Dynamic]
糟蹋老百姓,Activity,1,0,[+Durative],[+Dynamic]
造饭,Activity,0,1,[+Durative],[+Dynamic]
造谣,Activity,2,0,[+Durative],[+Dynamic]
责备他,Activity,2,0,[+Durative],[+Dynamic]
责备他怕死,Activity,1,0,[+Durative],[+Dynamic]
责备她,Activity,1,0,[+Durative],[+Dynamic]
责备她底心爱的孩子,Activity,1,0,[+Durative],[+Dynamic]
责备她那次不该挺身而出,Activity,1,0,[+Durative],[+Dynamic]
责备我,Activity,2,0,[+Durative],[+Dynamic]
责备兄弟,Activity,1,0,[+Durative],[+Dynamic]
责备燕西,Activity,4,0,[+Durative],[+Dynamic]
责备丈夫,Activity,1,0,[+Durative],[+Dynamic]
责备自己,Activity,2,0,[+Durative],[+Dynamic]
责备自己的失职,Activity,0,1,[+Durative],[+Dynamic]
忧虑,State,4,0,[+Durative],[-Dynamic]
增加,Transition,42,7,[+Durative],[+Dynamic]
增加大家的风险,Transition,1,0,[+Durative],[+Dynamic]
增加防御能力,Transition,0,1,[+Durative],[+Dynamic]
增加军备,Transition,1,0,[+Durative],[+Dynamic]
增加收入节省开支,Transition,1,0,[+Durative],[+Dynamic]
增加新的混乱,Transition,1,0,[+Durative],[+Dynamic]
增长,Activity,31,7,[+Durative],[+Dynamic]
增长还是放缓,Activity,1,0,[+Durative],[+Dynamic]
增长和巩固,Activity,0,1,[+Durative],[+Dynamic]
增长和加强,Activity,0,1,[+Durative],[+Dynamic]
扎大红花,Activity,1,0,[+Durative],[+Dynamic]
扎花,Activity,1,0,[+Durative],[+Dynamic]
扎皮带,Activity,0,1,[+Durative],[+Dynamic]
炸卡赛,Activity,0,1,[+Durative],[+Dynamic]
炸我们,Activity,0,1,[+Durative],[+Dynamic]
粘贴邮票,Activity,0,1,[+Durative],[+Dynamic]
展开,Transition,0,14,[-Durative],[+Dynamic]
展开不屈不挠的斗争,Transition,0,1,[-Durative],[+Dynamic]
展开大规模的销售,Transition,0,1,[-Durative],[+Dynamic]
展开调查,Transition,0,2,[-Durative],[+Dynamic]
展开斗争,Transition,0,1,[-Durative],[+Dynamic]
展开攻势机动灵活消灭敌人,Transition,0,1,[-Durative],[+Dynamic]
展开广泛的讨论来总结经验,Transition,0,1,[-Durative],[+Dynamic]
展开活动,Transition,0,1,[-Durative],[+Dynamic]
展开机动作战,Transition,1,0,[-Durative],[+Dynamic]
展开剧烈斗争,Transition,1,0,[-Durative],[+Dynamic]
展开抗震救灾工作,Transition,0,1,[-Durative],[+Dynamic]
展开免费培训活动,Transition,1,0,[-Durative],[+Dynamic]
展开募捐运动,Transition,0,1,[-Durative],[+Dynamic]
展开全面节约工作,Transition,0,1,[-Durative],[+Dynamic]
展览,Activity,0,1,[+Durative],[+Dynamic]
战斗,Activity,19,1,[+Durative],[+Dynamic]
战斗得火热,Transition,0,1,[-Durative],[+Dynamic]
张望,Activity,3,4,[+Durative],[+Dynamic]
长,Activity,2,1,[+Durative],[+Dynamic]
长出来,Transition,0,1,[+Durative],[+Dynamic]
长高,Activity,1,0,[+Durative],[+Dynamic]
长劲,Activity,2,0,[+Durative],[+Dynamic]
长毛,Activity,1,0,[+Durative],[+Dynamic]
长身体,Activity,0,2,[+Durative],[+Dynamic]
掌握广大农民,Activity,0,1,[+Durative],[+Dynamic]
掌握这一庞大的信息系统,Activity,1,0,[+Durative],[+Dynamic]
招打扫卫生的大妈,Activity,1,0,[+Durative],[+Dynamic]
招待客,Activity,2,0,[+Durative],[+Dynamic]
招待客人,Activity,1,0,[+Durative],[+Dynamic]
招待一桌来自上海的客人,Activity,0,1,[+Durative],[+Dynamic]
招呼,Activity,1,0,[+Durative],[+Dynamic]
招呼辅导员,Activity,1,0,[+Durative],[+Dynamic]
招呼你,Activity,2,0,[+Durative],[+Dynamic]
招呼他,Activity,2,1,[+Durative],[+Dynamic]
招呼她,Activity,1,0,[+Durative],[+Dynamic]
招呼我,Activity,1,0,[+Durative],[+Dynamic]
招呼自己,Activity,1,0,[+Durative],[+Dynamic]
招手,Activity,12,4,[+Durative],[+Dynamic]
招我,Activity,1,0,[+Durative],[+Dynamic]
招洗头工,Activity,0,2,[+Durative],[+Dynamic]
找,Activity,5,1,[+Durative],[+Dynamic]
找‘静老师’,Activity,1,0,[+Durative],[+Dynamic]
找错误,Activity,1,0,[+Durative],[+Dynamic]
找到宿命的借口,Activity,1,0,[+Durative],[+Dynamic]
找典型,Activity,0,1,[+Durative],[+Dynamic]
找东西,Activity,1,0,[+Durative],[+Dynamic]
找东西吃,Activity,1,0,[+Durative],[+Dynamic]
找方法让别人懂他,Activity,1,0,[+Durative],[+Dynamic]
找方向,Activity,1,0,[+Durative],[+Dynamic]
找房,Activity,1,0,[+Durative],[+Dynamic]
找房子,Activity,1,0,[+Durative],[+Dynamic]
找父亲,Activity,1,0,[+Durative],[+Dynamic]
找工作,Activity,2,1,[+Durative],[+Dynamic]
找回平衡,Transition,0,1,[+Durative],[+Dynamic]
找机会想与陈家鹄聊聊天,Activity,1,0,[+Durative],[+Dynamic]
找机会由沙哈拉威（意思就是沙漠里的居民）带我一路经过大漠到西非去,Activity,0,1,[+Durative],[+Dynamic]
找酒喝,Activity,1,0,[+Durative],[+Dynamic]
找梁英,Activity,1,0,[+Durative],[+Dynamic]
找矛盾,Activity,1,0,[+Durative],[+Dynamic]
找帽子,Activity,2,0,[+Durative],[+Dynamic]
找弥补的招,Activity,1,0,[+Durative],[+Dynamic]
找摸,Activity,1,0,[+Durative],[+Dynamic]
找墓地,Activity,1,0,[+Durative],[+Dynamic]
找你,Activity,9,1,[+Durative],[+Dynamic]
找你们,Activity,1,0,[+Durative],[+Dynamic]
找破译师,Activity,1,0,[+Durative],[+Dynamic]
找人,Activity,3,0,[+Durative],[+Dynamic]
找人办一份关于书籍的杂志,Activity,0,1,[+Durative],[+Dynamic]
找什么,Activity,4,0,[+Durative],[+Dynamic]
找什么东西,Activity,1,0,[+Durative],[+Dynamic]
找什么人家,Activity,1,0,[+Durative],[+Dynamic]
找他,Activity,5,1,[+Durative],[+Dynamic]
找他们,Activity,0,1,[+Durative],[+Dynamic]
找他谈话,Activity,1,0,[+Durative],[+Dynamic]
找她,Activity,2,0,[+Durative],[+Dynamic]
找她自己的影子,Activity,1,0,[+Durative],[+Dynamic]
找特别顾问商量,Activity,0,1,[+Durative],[+Dynamic]
找王琦瑶,Activity,1,0,[+Durative],[+Dynamic]
找我,Activity,1,1,[+Durative],[+Dynamic]
找我们的党,Activity,1,0,[+Durative],[+Dynamic]
找洗手间,Activity,1,0,[+Durative],[+Dynamic]
找寻俘虏,Activity,1,0,[+Durative],[+Dynamic]
找寻另外一个人,Activity,1,0,[+Durative],[+Dynamic]
找寻陆校长,Activity,0,1,[+Durative],[+Dynamic]
找寻什么,Activity,2,0,[+Durative],[+Dynamic]
找寻什么线索,Activity,1,0,[+Durative],[+Dynamic]
找寻他,Activity,1,0,[+Durative],[+Dynamic]
找一个好的销路和稳定的销售渠道,Activity,1,0,[+Durative],[+Dynamic]
找一种感觉,Activity,1,0,[+Durative],[+Dynamic]
找这块牌子,Activity,1,0,[+Durative],[+Dynamic]
召开,Activity,0,3,[+Durative],[+Dynamic]
召开华北电信会议,Activity,0,1,[+Durative],[+Dynamic]
召开全县三级干部会议,Activity,0,1,[+Durative],[+Dynamic]
召开团代会和学代会,Activity,0,1,[+Durative],[+Dynamic]
召开支委会,Activity,0,1,[+Durative],[+Dynamic]
照顾她,Activity,1,0,[+Durative],[+Dynamic]
照顾媳妇生孩子,Activity,0,1,[+Durative],[+Dynamic]
